eval_id,claim,true_label,source_type
1479,honey may help improve concentration,uncertain,health_journal
1480,turmeric cures all diseases,myth,blog
1481,Washing hands reduces spread of bacteria and viruses,reliable,blog
1482,green tea instantly lowers blood sugar,myth,medical_source
1483,Drinking only juice detoxes the body completely,myth,tiktok
1484,Eating fruits and vegetables supports immunity,reliable,forum
1485,turmeric cures all diseases,myth,health_journal
1486,Exercise helps maintain cardiovascular health,reliable,social_media
1487,Vaccines permanently weaken the immune system,myth,social_media
1488,Drinking only juice detoxes the body completely,myth,social_media
1489,Vaccines permanently weaken the immune system,myth,forum
1490,Exercise helps maintain cardiovascular health,reliable,blog
1491,garlic cures all diseases,myth,forum
1492,Regular sleep supports brain function,reliable,blog
1493,Washing hands reduces spread of bacteria and viruses,reliable,tiktok
1494,Certain herbal remedies may reduce stress,uncertain,forum
1495,Washing hands reduces spread of bacteria and viruses,reliable,tiktok
1496,Exercise helps maintain cardiovascular health,reliable,medical_source
1497,lemon water may help improve concentration,uncertain,social_media
1498,Washing hands reduces spread of bacteria and viruses,reliable,forum
1499,Vaccination reduces risk of infectious diseases,reliable,youtube
1500,Green tea might support metabolism,uncertain,medical_source
1501,Intermittent fasting may improve some health markers,uncertain,social_media
1502,Green tea might support metabolism,uncertain,tiktok
1503,Exercise helps maintain cardiovascular health,reliable,social_media
1504,Intermittent fasting may improve some health markers,uncertain,health_journal
1505,Green tea might support metabolism,uncertain,blog
1506,garlic cures all diseases,myth,forum
1507,Regular sleep supports brain function,reliable,social_media
1508,ginger tea cures all diseases,myth,health_journal
1509,Eating fruits and vegetables supports immunity,reliable,forum
1510,green tea instantly lowers blood sugar,myth,health_journal
1511,Regular sleep supports brain function,reliable,blog
1512,ginger tea cures all diseases,myth,medical_source
1513,Eating fruits and vegetables supports immunity,reliable,health_journal
1514,Eating fruits and vegetables supports immunity,reliable,youtube
1515,Drinking only juice detoxes the body completely,myth,medical_source
1516,Vaccines permanently weaken the immune system,myth,tiktok
1517,Certain herbal remedies may reduce stress,uncertain,forum
1518,Exercise helps maintain cardiovascular health,reliable,blog
1519,lemon water cures all diseases,myth,tiktok
1520,Washing hands reduces spread of bacteria and viruses,reliable,blog
1521,Certain herbal remedies may reduce stress,uncertain,forum
1522,Certain herbal remedies may reduce stress,uncertain,blog
1523,Vaccination reduces risk of infectious diseases,reliable,tiktok
1524,Vaccination reduces risk of infectious diseases,reliable,health_journal
1525,turmeric instantly lowers blood sugar,myth,social_media
1526,Eating fruits and vegetables supports immunity,reliable,social_media
1527,Vaccination reduces risk of infectious diseases,reliable,youtube
1528,ginger tea could help with digestion,uncertain,blog
1529,Certain herbal remedies may reduce stress,uncertain,medical_source
1530,Vaccination reduces risk of infectious diseases,reliable,social_media
1531,Vaccines permanently weaken the immune system,myth,tiktok
1532,Eating fruits and vegetables supports immunity,reliable,forum
1533,Doctors hide natural cures from patients,myth,youtube
1534,Vaccines permanently weaken the immune system,myth,social_media
1535,Doctors hide natural cures from patients,myth,health_journal
1536,Vaccination reduces risk of infectious diseases,reliable,forum
1537,Certain herbal remedies may reduce stress,uncertain,tiktok
1538,Regular sleep supports brain function,reliable,tiktok
1539,ginger tea instantly lowers blood sugar,myth,forum
1540,Intermittent fasting may improve some health markers,uncertain,forum
1541,Intermittent fasting may improve some health markers,uncertain,forum
1542,Vaccination reduces risk of infectious diseases,reliable,social_media
1543,Intermittent fasting may improve some health markers,uncertain,blog
1544,Washing hands reduces spread of bacteria and viruses,reliable,medical_source
1545,Vaccines permanently weaken the immune system,myth,blog
1546,apple cider vinegar instantly lowers blood sugar,myth,social_media
1547,Green tea might support metabolism,uncertain,tiktok
1548,Exercise helps maintain cardiovascular health,reliable,social_media
1549,Intermittent fasting may improve some health markers,uncertain,medical_source
1550,ginger tea instantly lowers blood sugar,myth,tiktok
1551,apple cider vinegar could help with digestion,uncertain,forum
1552,Vaccines permanently weaken the immune system,myth,forum
1553,Washing hands reduces spread of bacteria and viruses,reliable,medical_source
1554,Doctors hide natural cures from patients,myth,medical_source
1555,garlic cures all diseases,myth,blog
1556,Drinking only juice detoxes the body completely,myth,blog
1557,Doctors hide natural cures from patients,myth,health_journal
1558,ginger tea could help with digestion,uncertain,social_media
1559,turmeric could help with digestion,uncertain,blog
1560,Intermittent fasting may improve some health markers,uncertain,health_journal
1561,Doctors hide natural cures from patients,myth,health_journal
1562,Intermittent fasting may improve some health markers,uncertain,medical_source
1563,Green tea might support metabolism,uncertain,forum
1564,honey cures all diseases,myth,tiktok
1565,Certain herbal remedies may reduce stress,uncertain,tiktok
1566,Vaccination reduces risk of infectious diseases,reliable,forum
1567,turmeric instantly lowers blood sugar,myth,youtube
1568,Vaccination reduces risk of infectious diseases,reliable,social_media
1569,Green tea might support metabolism,uncertain,forum
1570,Doctors hide natural cures from patients,myth,tiktok
1571,garlic cures all diseases,myth,blog
1572,honey could help with digestion,uncertain,medical_source
1573,garlic could help with digestion,uncertain,medical_source
1574,Washing hands reduces spread of bacteria and viruses,reliable,forum
1575,Green tea might support metabolism,uncertain,tiktok
1576,Exercise helps maintain cardiovascular health,reliable,youtube
1577,Exercise helps maintain cardiovascular health,reliable,health_journal
1578,Intermittent fasting may improve some health markers,uncertain,youtube
1579,Exercise helps maintain cardiovascular health,reliable,health_journal
1580,Certain herbal remedies may reduce stress,uncertain,youtube
1581,Vaccines permanently weaken the immune system,myth,youtube
1582,Green tea might support metabolism,uncertain,social_media
1583,Eating fruits and vegetables supports immunity,reliable,blog
1584,Intermittent fasting may improve some health markers,uncertain,forum
1585,Exercise helps maintain cardiovascular health,reliable,medical_source
1586,Regular sleep supports brain function,reliable,medical_source
1587,green tea may help improve concentration,uncertain,blog
1588,Intermittent fasting may improve some health markers,uncertain,youtube
1589,apple cider vinegar could help with digestion,uncertain,health_journal
1590,Drinking only juice detoxes the body completely,myth,tiktok
1591,Intermittent fasting may improve some health markers,uncertain,forum
1592,Doctors hide natural cures from patients,myth,social_media
1593,honey could help with digestion,uncertain,youtube
1594,Green tea might support metabolism,uncertain,social_media
1595,Intermittent fasting may improve some health markers,uncertain,social_media
1596,apple cider vinegar could help with digestion,uncertain,health_journal
1597,Vaccination reduces risk of infectious diseases,reliable,tiktok
1598,Vaccines permanently weaken the immune system,myth,medical_source
1599,ginger tea may help improve concentration,uncertain,forum
1600,Vaccines permanently weaken the immune system,myth,forum
1601,Regular sleep supports brain function,reliable,forum
1602,Intermittent fasting may improve some health markers,uncertain,health_journal
1603,Vaccination reduces risk of infectious diseases,reliable,blog
1604,Regular sleep supports brain function,reliable,forum
1605,Certain herbal remedies may reduce stress,uncertain,youtube
1606,Intermittent fasting may improve some health markers,uncertain,youtube
1607,Vaccines permanently weaken the immune system,myth,forum
1608,Intermittent fasting may improve some health markers,uncertain,social_media
1609,Exercise helps maintain cardiovascular health,reliable,forum
1610,Intermittent fasting may improve some health markers,uncertain,health_journal
1611,Exercise helps maintain cardiovascular health,reliable,medical_source
1612,apple cider vinegar instantly lowers blood sugar,myth,forum
1613,lemon water instantly lowers blood sugar,myth,social_media
1614,Eating fruits and vegetables supports immunity,reliable,health_journal
1615,Regular sleep supports brain function,reliable,blog
1616,Washing hands reduces spread of bacteria and viruses,reliable,blog
1617,ginger tea cures all diseases,myth,medical_source
1618,turmeric could help with digestion,uncertain,youtube
1619,Vaccines permanently weaken the immune system,myth,social_media
1620,Vaccination reduces risk of infectious diseases,reliable,forum
1621,Doctors hide natural cures from patients,myth,tiktok
1622,Green tea might support metabolism,uncertain,blog
1623,Intermittent fasting may improve some health markers,uncertain,tiktok
1624,Vaccination reduces risk of infectious diseases,reliable,tiktok
1625,Doctors hide natural cures from patients,myth,social_media
1626,Drinking only juice detoxes the body completely,myth,forum
1627,Vaccination reduces risk of infectious diseases,reliable,medical_source
1628,Exercise helps maintain cardiovascular health,reliable,tiktok
1629,Vaccination reduces risk of infectious diseases,reliable,social_media
1630,Eating fruits and vegetables supports immunity,reliable,health_journal
1631,Vaccines permanently weaken the immune system,myth,youtube
1632,Intermittent fasting may improve some health markers,uncertain,social_media
1633,green tea could help with digestion,uncertain,forum
1634,Doctors hide natural cures from patients,myth,tiktok
1635,Doctors hide natural cures from patients,myth,medical_source
1636,Vaccination reduces risk of infectious diseases,reliable,tiktok
1637,Intermittent fasting may improve some health markers,uncertain,forum
1638,Washing hands reduces spread of bacteria and viruses,reliable,blog
1639,Eating fruits and vegetables supports immunity,reliable,blog
1640,Exercise helps maintain cardiovascular health,reliable,youtube
1641,Green tea might support metabolism,uncertain,blog
1642,Intermittent fasting may improve some health markers,uncertain,youtube
1643,Washing hands reduces spread of bacteria and viruses,reliable,blog
1644,Doctors hide natural cures from patients,myth,social_media
1645,Exercise helps maintain cardiovascular health,reliable,youtube
1646,Doctors hide natural cures from patients,myth,social_media
1647,Vaccines permanently weaken the immune system,myth,medical_source
1648,garlic may help improve concentration,uncertain,forum
1649,apple cider vinegar cures all diseases,myth,youtube
1650,Eating fruits and vegetables supports immunity,reliable,social_media
1651,ginger tea could help with digestion,uncertain,blog
1652,Certain herbal remedies may reduce stress,uncertain,blog
1653,Eating fruits and vegetables supports immunity,reliable,youtube
1654,Green tea might support metabolism,uncertain,blog
1655,honey could help with digestion,uncertain,social_media
1656,Vaccination reduces risk of infectious diseases,reliable,youtube
1657,green tea cures all diseases,myth,medical_source
1658,Regular sleep supports brain function,reliable,medical_source
1659,Drinking only juice detoxes the body completely,myth,blog
1660,Green tea might support metabolism,uncertain,social_media
1661,Drinking only juice detoxes the body completely,myth,forum
1662,Regular sleep supports brain function,reliable,social_media
1663,Exercise helps maintain cardiovascular health,reliable,youtube
1664,Eating fruits and vegetables supports immunity,reliable,medical_source
1665,Doctors hide natural cures from patients,myth,youtube
1666,ginger tea may help improve concentration,uncertain,blog
1667,Green tea might support metabolism,uncertain,tiktok
1668,Vaccines permanently weaken the immune system,myth,youtube
1669,Intermittent fasting may improve some health markers,uncertain,tiktok
1670,Vaccination reduces risk of infectious diseases,reliable,medical_source
1671,Doctors hide natural cures from patients,myth,medical_source
1672,Exercise helps maintain cardiovascular health,reliable,social_media
1673,Vaccines permanently weaken the immune system,myth,social_media
1674,ginger tea cures all diseases,myth,youtube
1675,garlic may help improve concentration,uncertain,tiktok
1676,Vaccines permanently weaken the immune system,myth,medical_source
1677,lemon water cures all diseases,myth,tiktok
1678,green tea cures all diseases,myth,blog
1679,lemon water instantly lowers blood sugar,myth,tiktok
1680,Certain herbal remedies may reduce stress,uncertain,youtube
1681,Drinking only juice detoxes the body completely,myth,youtube
1682,Exercise helps maintain cardiovascular health,reliable,medical_source
1683,ginger tea may help improve concentration,uncertain,blog
1684,Drinking only juice detoxes the body completely,myth,tiktok
1685,apple cider vinegar could help with digestion,uncertain,social_media
1686,Intermittent fasting may improve some health markers,uncertain,social_media
1687,Certain herbal remedies may reduce stress,uncertain,medical_source
1688,green tea may help improve concentration,uncertain,health_journal
1689,Regular sleep supports brain function,reliable,medical_source
1690,Eating fruits and vegetables supports immunity,reliable,blog
1691,Vaccination reduces risk of infectious diseases,reliable,health_journal
1692,Doctors hide natural cures from patients,myth,forum
1693,Drinking only juice detoxes the body completely,myth,health_journal
1694,Green tea might support metabolism,uncertain,social_media
1695,Certain herbal remedies may reduce stress,uncertain,health_journal
1696,Certain herbal remedies may reduce stress,uncertain,social_media
1697,ginger tea cures all diseases,myth,forum
1698,Drinking only juice detoxes the body completely,myth,tiktok
1699,Vaccination reduces risk of infectious diseases,reliable,health_journal
1700,Regular sleep supports brain function,reliable,health_journal
1701,turmeric cures all diseases,myth,health_journal
1702,Intermittent fasting may improve some health markers,uncertain,blog
1703,Doctors hide natural cures from patients,myth,tiktok
1704,Intermittent fasting may improve some health markers,uncertain,blog
1705,Vaccines permanently weaken the immune system,myth,blog
1706,green tea could help with digestion,uncertain,tiktok
1707,Exercise helps maintain cardiovascular health,reliable,youtube
1708,Washing hands reduces spread of bacteria and viruses,reliable,blog
1709,Eating fruits and vegetables supports immunity,reliable,youtube
1710,honey may help improve concentration,uncertain,health_journal
1711,Vaccines permanently weaken the immune system,myth,social_media
1712,honey could help with digestion,uncertain,forum
1713,Exercise helps maintain cardiovascular health,reliable,social_media
1714,green tea may help improve concentration,uncertain,tiktok
1715,ginger tea instantly lowers blood sugar,myth,blog
1716,green tea instantly lowers blood sugar,myth,tiktok
1717,ginger tea instantly lowers blood sugar,myth,social_media
1718,ginger tea could help with digestion,uncertain,social_media
1719,Exercise helps maintain cardiovascular health,reliable,health_journal
1720,Vaccines permanently weaken the immune system,myth,social_media
1721,ginger tea may help improve concentration,uncertain,health_journal
1722,Green tea might support metabolism,uncertain,blog
1723,Vaccination reduces risk of infectious diseases,reliable,social_media
1724,Drinking only juice detoxes the body completely,myth,medical_source
1725,Certain herbal remedies may reduce stress,uncertain,youtube
1726,turmeric could help with digestion,uncertain,tiktok
1727,Regular sleep supports brain function,reliable,medical_source
1728,turmeric could help with digestion,uncertain,tiktok
1729,turmeric instantly lowers blood sugar,myth,forum
1730,Drinking only juice detoxes the body completely,myth,blog
1731,Intermittent fasting may improve some health markers,uncertain,forum
1732,Eating fruits and vegetables supports immunity,reliable,youtube
1733,green tea may help improve concentration,uncertain,tiktok
1734,Intermittent fasting may improve some health markers,uncertain,medical_source
1735,Drinking only juice detoxes the body completely,myth,forum
1736,honey may help improve concentration,uncertain,tiktok
1737,Vaccination reduces risk of infectious diseases,reliable,medical_source
1738,Vaccination reduces risk of infectious diseases,reliable,medical_source
1739,Washing hands reduces spread of bacteria and viruses,reliable,blog
1740,Washing hands reduces spread of bacteria and viruses,reliable,youtube
1741,Certain herbal remedies may reduce stress,uncertain,blog
1742,Washing hands reduces spread of bacteria and viruses,reliable,social_media
1743,Certain herbal remedies may reduce stress,uncertain,medical_source
1744,Green tea might support metabolism,uncertain,medical_source
1745,Intermittent fasting may improve some health markers,uncertain,health_journal
1746,ginger tea instantly lowers blood sugar,myth,health_journal
1747,honey may help improve concentration,uncertain,health_journal
1748,Doctors hide natural cures from patients,myth,social_media
1749,Eating fruits and vegetables supports immunity,reliable,health_journal
1750,ginger tea cures all diseases,myth,tiktok
1751,lemon water may help improve concentration,uncertain,social_media
1752,Doctors hide natural cures from patients,myth,social_media
1753,Washing hands reduces spread of bacteria and viruses,reliable,tiktok
1754,Certain herbal remedies may reduce stress,uncertain,medical_source
1755,ginger tea instantly lowers blood sugar,myth,health_journal
1756,Drinking only juice detoxes the body completely,myth,blog
1757,ginger tea instantly lowers blood sugar,myth,blog
1758,Regular sleep supports brain function,reliable,forum
1759,ginger tea instantly lowers blood sugar,myth,blog
1760,Drinking only juice detoxes the body completely,myth,blog
1761,Vaccines permanently weaken the immune system,myth,medical_source
1762,Washing hands reduces spread of bacteria and viruses,reliable,health_journal
1763,turmeric could help with digestion,uncertain,medical_source
1764,Eating fruits and vegetables supports immunity,reliable,blog
1765,Washing hands reduces spread of bacteria and viruses,reliable,social_media
1766,Vaccines permanently weaken the immune system,myth,blog
1767,Drinking only juice detoxes the body completely,myth,blog
1768,turmeric cures all diseases,myth,tiktok
1769,Doctors hide natural cures from patients,myth,blog
1770,Vaccines permanently weaken the immune system,myth,health_journal
1771,Washing hands reduces spread of bacteria and viruses,reliable,social_media
1772,Vaccines permanently weaken the immune system,myth,health_journal
1773,Eating fruits and vegetables supports immunity,reliable,blog
1774,Intermittent fasting may improve some health markers,uncertain,health_journal
1775,Washing hands reduces spread of bacteria and viruses,reliable,tiktok
1776,Doctors hide natural cures from patients,myth,youtube
1777,Regular sleep supports brain function,reliable,youtube
1778,Exercise helps maintain cardiovascular health,reliable,health_journal
1779,Certain herbal remedies may reduce stress,uncertain,tiktok
1780,Vaccination reduces risk of infectious diseases,reliable,forum
1781,Eating fruits and vegetables supports immunity,reliable,medical_source
1782,Exercise helps maintain cardiovascular health,reliable,health_journal
1783,Intermittent fasting may improve some health markers,uncertain,youtube
1784,Exercise helps maintain cardiovascular health,reliable,medical_source
1785,Drinking only juice detoxes the body completely,myth,social_media
1786,Washing hands reduces spread of bacteria and viruses,reliable,medical_source
1787,Intermittent fasting may improve some health markers,uncertain,social_media
1788,ginger tea could help with digestion,uncertain,medical_source
1789,Vaccination reduces risk of infectious diseases,reliable,tiktok
1790,Vaccination reduces risk of infectious diseases,reliable,youtube
1791,Vaccines permanently weaken the immune system,myth,medical_source
1792,green tea could help with digestion,uncertain,youtube
1793,Vaccines permanently weaken the immune system,myth,medical_source
1794,Green tea might support metabolism,uncertain,health_journal
1795,Washing hands reduces spread of bacteria and viruses,reliable,tiktok
1796,apple cider vinegar cures all diseases,myth,youtube
1797,Vaccination reduces risk of infectious diseases,reliable,social_media
1798,Drinking only juice detoxes the body completely,myth,blog
1799,Washing hands reduces spread of bacteria and viruses,reliable,youtube
1800,Washing hands reduces spread of bacteria and viruses,reliable,medical_source
1801,Green tea might support metabolism,uncertain,health_journal
1802,honey instantly lowers blood sugar,myth,social_media
1803,turmeric may help improve concentration,uncertain,medical_source
1804,Intermittent fasting may improve some health markers,uncertain,health_journal
1805,Doctors hide natural cures from patients,myth,health_journal
1806,Doctors hide natural cures from patients,myth,blog
1807,green tea could help with digestion,uncertain,social_media
1808,lemon water cures all diseases,myth,health_journal
1809,Washing hands reduces spread of bacteria and viruses,reliable,forum
1810,turmeric could help with digestion,uncertain,blog
1811,Regular sleep supports brain function,reliable,medical_source
1812,garlic cures all diseases,myth,social_media
1813,lemon water cures all diseases,myth,tiktok
1814,apple cider vinegar cures all diseases,myth,medical_source
1815,Green tea might support metabolism,uncertain,tiktok
1816,Exercise helps maintain cardiovascular health,reliable,medical_source
1817,Vaccination reduces risk of infectious diseases,reliable,health_journal
1818,Green tea might support metabolism,uncertain,health_journal
1819,Regular sleep supports brain function,reliable,forum
1820,Exercise helps maintain cardiovascular health,reliable,health_journal
1821,honey may help improve concentration,uncertain,medical_source
1822,Washing hands reduces spread of bacteria and viruses,reliable,forum
1823,Doctors hide natural cures from patients,myth,forum
1824,Green tea might support metabolism,uncertain,tiktok
1825,Vaccines permanently weaken the immune system,myth,social_media
1826,Regular sleep supports brain function,reliable,medical_source
1827,Regular sleep supports brain function,reliable,forum
1828,Exercise helps maintain cardiovascular health,reliable,health_journal
1829,apple cider vinegar may help improve concentration,uncertain,forum
1830,Washing hands reduces spread of bacteria and viruses,reliable,blog
1831,Washing hands reduces spread of bacteria and viruses,reliable,social_media
1832,Intermittent fasting may improve some health markers,uncertain,health_journal
1833,Exercise helps maintain cardiovascular health,reliable,tiktok
1834,Vaccination reduces risk of infectious diseases,reliable,youtube
1835,Green tea might support metabolism,uncertain,forum
1836,green tea could help with digestion,uncertain,blog
1837,Vaccines permanently weaken the immune system,myth,forum
1838,Eating fruits and vegetables supports immunity,reliable,health_journal
1839,Intermittent fasting may improve some health markers,uncertain,medical_source
1840,Vaccination reduces risk of infectious diseases,reliable,health_journal
1841,Regular sleep supports brain function,reliable,medical_source
1842,Green tea might support metabolism,uncertain,forum
1843,Regular sleep supports brain function,reliable,health_journal
1844,lemon water instantly lowers blood sugar,myth,health_journal
1845,ginger tea instantly lowers blood sugar,myth,social_media
1846,Washing hands reduces spread of bacteria and viruses,reliable,social_media
1847,Certain herbal remedies may reduce stress,uncertain,tiktok
1848,Eating fruits and vegetables supports immunity,reliable,health_journal
1849,Green tea might support metabolism,uncertain,medical_source
1850,lemon water could help with digestion,uncertain,tiktok
1851,ginger tea cures all diseases,myth,tiktok
1852,Vaccination reduces risk of infectious diseases,reliable,medical_source
1853,green tea cures all diseases,myth,blog
1854,lemon water instantly lowers blood sugar,myth,health_journal
1855,Exercise helps maintain cardiovascular health,reliable,forum
1856,Exercise helps maintain cardiovascular health,reliable,medical_source
1857,Eating fruits and vegetables supports immunity,reliable,tiktok
1858,apple cider vinegar may help improve concentration,uncertain,health_journal
1859,Exercise helps maintain cardiovascular health,reliable,health_journal
1860,Washing hands reduces spread of bacteria and viruses,reliable,forum
1861,Washing hands reduces spread of bacteria and viruses,reliable,tiktok
1862,garlic may help improve concentration,uncertain,social_media
1863,Intermittent fasting may improve some health markers,uncertain,social_media
1864,green tea may help improve concentration,uncertain,tiktok
1865,Vaccination reduces risk of infectious diseases,reliable,social_media
1866,Green tea might support metabolism,uncertain,medical_source
1867,Certain herbal remedies may reduce stress,uncertain,forum
1868,Exercise helps maintain cardiovascular health,reliable,health_journal
1869,Vaccination reduces risk of infectious diseases,reliable,medical_source
1870,lemon water may help improve concentration,uncertain,medical_source
1871,Vaccination reduces risk of infectious diseases,reliable,blog
1872,Regular sleep supports brain function,reliable,health_journal
1873,honey instantly lowers blood sugar,myth,youtube
1874,Regular sleep supports brain function,reliable,blog
1875,lemon water instantly lowers blood sugar,myth,youtube
1876,Eating fruits and vegetables supports immunity,reliable,youtube
1877,Intermittent fasting may improve some health markers,uncertain,youtube
1878,Doctors hide natural cures from patients,myth,blog
1879,Washing hands reduces spread of bacteria and viruses,reliable,forum
1880,Intermittent fasting may improve some health markers,uncertain,tiktok
1881,garlic cures all diseases,myth,medical_source
1882,Doctors hide natural cures from patients,myth,health_journal
1883,Vaccines permanently weaken the immune system,myth,blog
1884,Certain herbal remedies may reduce stress,uncertain,forum
1885,lemon water cures all diseases,myth,youtube
1886,Intermittent fasting may improve some health markers,uncertain,social_media
1887,Doctors hide natural cures from patients,myth,tiktok
1888,Certain herbal remedies may reduce stress,uncertain,forum
1889,Vaccination reduces risk of infectious diseases,reliable,youtube
1890,Vaccination reduces risk of infectious diseases,reliable,health_journal
1891,Vaccination reduces risk of infectious diseases,reliable,blog
1892,Vaccination reduces risk of infectious diseases,reliable,youtube
1893,Washing hands reduces spread of bacteria and viruses,reliable,youtube
1894,lemon water may help improve concentration,uncertain,tiktok
1895,Vaccines permanently weaken the immune system,myth,youtube
1896,Certain herbal remedies may reduce stress,uncertain,tiktok
1897,ginger tea may help improve concentration,uncertain,social_media
1898,Certain herbal remedies may reduce stress,uncertain,medical_source
1899,Certain herbal remedies may reduce stress,uncertain,youtube
1900,Green tea might support metabolism,uncertain,social_media
1901,garlic cures all diseases,myth,youtube
1902,Drinking only juice detoxes the body completely,myth,social_media
1903,Certain herbal remedies may reduce stress,uncertain,youtube
1904,Vaccination reduces risk of infectious diseases,reliable,health_journal
1905,Certain herbal remedies may reduce stress,uncertain,forum
1906,Regular sleep supports brain function,reliable,medical_source
1907,Eating fruits and vegetables supports immunity,reliable,health_journal
1908,Vaccination reduces risk of infectious diseases,reliable,blog
1909,Eating fruits and vegetables supports immunity,reliable,forum
1910,apple cider vinegar cures all diseases,myth,blog
1911,Exercise helps maintain cardiovascular health,reliable,tiktok
1912,Washing hands reduces spread of bacteria and viruses,reliable,social_media
1913,Certain herbal remedies may reduce stress,uncertain,medical_source
1914,Intermittent fasting may improve some health markers,uncertain,health_journal
1915,turmeric could help with digestion,uncertain,medical_source
1916,Vaccines permanently weaken the immune system,myth,social_media
1917,Green tea might support metabolism,uncertain,forum
1918,Doctors hide natural cures from patients,myth,social_media
1919,garlic instantly lowers blood sugar,myth,tiktok
1920,Regular sleep supports brain function,reliable,forum
1921,Eating fruits and vegetables supports immunity,reliable,forum
1922,Drinking only juice detoxes the body completely,myth,youtube
1923,Vaccines permanently weaken the immune system,myth,youtube
1924,Certain herbal remedies may reduce stress,uncertain,tiktok
1925,Drinking only juice detoxes the body completely,myth,tiktok
1926,Doctors hide natural cures from patients,myth,tiktok
1927,Certain herbal remedies may reduce stress,uncertain,tiktok
1928,Green tea might support metabolism,uncertain,forum
1929,Washing hands reduces spread of bacteria and viruses,reliable,blog
1930,Washing hands reduces spread of bacteria and viruses,reliable,medical_source
1931,Drinking only juice detoxes the body completely,myth,forum
1932,garlic may help improve concentration,uncertain,forum
1933,Washing hands reduces spread of bacteria and viruses,reliable,health_journal
1934,Washing hands reduces spread of bacteria and viruses,reliable,health_journal
1935,Green tea might support metabolism,uncertain,medical_source
1936,Certain herbal remedies may reduce stress,uncertain,forum
1937,Eating fruits and vegetables supports immunity,reliable,youtube
1938,garlic instantly lowers blood sugar,myth,medical_source
1939,Certain herbal remedies may reduce stress,uncertain,forum
1940,Regular sleep supports brain function,reliable,medical_source
1941,Vaccination reduces risk of infectious diseases,reliable,social_media
1942,Certain herbal remedies may reduce stress,uncertain,medical_source
1943,Certain herbal remedies may reduce stress,uncertain,medical_source
1944,Vaccines permanently weaken the immune system,myth,social_media
1945,Eating fruits and vegetables supports immunity,reliable,health_journal
1946,green tea may help improve concentration,uncertain,medical_source
1947,Regular sleep supports brain function,reliable,forum
1948,Intermittent fasting may improve some health markers,uncertain,health_journal
1949,Eating fruits and vegetables supports immunity,reliable,forum
1950,Vaccination reduces risk of infectious diseases,reliable,social_media
1951,Vaccination reduces risk of infectious diseases,reliable,blog
1952,Green tea might support metabolism,uncertain,medical_source
1953,Intermittent fasting may improve some health markers,uncertain,social_media
1954,Eating fruits and vegetables supports immunity,reliable,social_media
1955,lemon water instantly lowers blood sugar,myth,health_journal
1956,apple cider vinegar instantly lowers blood sugar,myth,youtube
1957,Exercise helps maintain cardiovascular health,reliable,health_journal
1958,green tea instantly lowers blood sugar,myth,youtube
1959,Washing hands reduces spread of bacteria and viruses,reliable,blog
1960,honey instantly lowers blood sugar,myth,blog
1961,Doctors hide natural cures from patients,myth,tiktok
1962,Doctors hide natural cures from patients,myth,forum
1963,Vaccination reduces risk of infectious diseases,reliable,social_media
1964,Certain herbal remedies may reduce stress,uncertain,health_journal
1965,ginger tea could help with digestion,uncertain,youtube
1966,Certain herbal remedies may reduce stress,uncertain,forum
1967,Doctors hide natural cures from patients,myth,youtube
1968,Exercise helps maintain cardiovascular health,reliable,blog
1969,Intermittent fasting may improve some health markers,uncertain,health_journal
1970,Doctors hide natural cures from patients,myth,social_media
1971,Washing hands reduces spread of bacteria and viruses,reliable,social_media
1972,apple cider vinegar instantly lowers blood sugar,myth,health_journal
1973,Vaccines permanently weaken the immune system,myth,medical_source
1974,Doctors hide natural cures from patients,myth,forum
1975,Drinking only juice detoxes the body completely,myth,medical_source
1976,Eating fruits and vegetables supports immunity,reliable,blog
1977,green tea cures all diseases,myth,blog
1978,Washing hands reduces spread of bacteria and viruses,reliable,youtube
1979,Exercise helps maintain cardiovascular health,reliable,medical_source
1980,Green tea might support metabolism,uncertain,tiktok
1981,Eating fruits and vegetables supports immunity,reliable,tiktok
1982,Intermittent fasting may improve some health markers,uncertain,social_media
1983,turmeric could help with digestion,uncertain,medical_source
1984,Green tea might support metabolism,uncertain,blog
1985,Vaccination reduces risk of infectious diseases,reliable,youtube
1986,Eating fruits and vegetables supports immunity,reliable,blog
1987,Vaccines permanently weaken the immune system,myth,blog
1988,garlic may help improve concentration,uncertain,tiktok
1989,Vaccines permanently weaken the immune system,myth,tiktok
1990,Eating fruits and vegetables supports immunity,reliable,tiktok
1991,green tea may help improve concentration,uncertain,medical_source
1992,Washing hands reduces spread of bacteria and viruses,reliable,tiktok
1993,Vaccination reduces risk of infectious diseases,reliable,forum
1994,Eating fruits and vegetables supports immunity,reliable,medical_source
1995,Exercise helps maintain cardiovascular health,reliable,social_media
1996,Certain herbal remedies may reduce stress,uncertain,blog
1997,Green tea might support metabolism,uncertain,blog
1998,Doctors hide natural cures from patients,myth,youtube
1999,Doctors hide natural cures from patients,myth,medical_source
2000,Vaccination reduces risk of infectious diseases,reliable,forum
2001,ginger tea may help improve concentration,uncertain,youtube
2002,Doctors hide natural cures from patients,myth,social_media
2003,Eating fruits and vegetables supports immunity,reliable,blog
2004,garlic may help improve concentration,uncertain,blog
2005,Eating fruits and vegetables supports immunity,reliable,youtube
2006,Drinking only juice detoxes the body completely,myth,health_journal
2007,Certain herbal remedies may reduce stress,uncertain,forum
2008,Eating fruits and vegetables supports immunity,reliable,forum
